State,District,Population,Confirmed,Deceased,Recovered,Tested,Vaccinated1,Vaccinated2
TG,Warangal Urban,1135707,0,0,0,0,42,101
TG,Yadadri Bhuvanagiri,726465,0,0,0,0,4429,739
TN,Ariyalur,752481,5,0,3,0,1127,3941
TN,Chengalpattu,2556244,83,2,93,0,3145,3415
TN,Chennai,7100000,118,4,143,0,4126,8535
TN,Coimbatore,3472578,120,1,126,0,770,2853
TN,Cuddalore,2600880,16,0,18,0,9299,22186
TN,Dharmapuri,1502900,16,0,21,0,811,1674
TN,Dindigul,2161367,9,0,7,0,321,1040
TN,Erode,2259608,68,2,94,0,244,899
TN,Kallakurichi,1370281,14,0,23,0,4089,7322
TN,Kancheepuram,1166401,30,0,37,0,679,1040
TN,Kanyakumari,1863178,17,0,12,0,431,1276
TN,Karur,1076588,20,0,16,0,74,834
TN,Krishnagiri,1883731,16,0,19,0,404,1731
TN,Madurai,3991038,13,0,17,0,1060,2012
TN,Mayiladuthurai,901000,3,0,10,0,0,0
TN,Nagapattinam,1614069,16,1,20,0,273,953
TN,Namakkal,1721179,43,0,51,0,168,442
TN,Nilgiris,735071,20,2,25,0,71,1092
TN,Perambalur,564511,2,0,5,0,383,2161
TN,Pudukkottai,1918725,12,0,8,0,554,2862
TN,Ramanathapuram,1337560,3,0,6,0,852,2329
TN,Ranipet,1210277,14,0,14,0,506,485
TN,Salem,3480008,62,1,67,0,396,2125
TN,Sivaganga,1341250,13,0,9,0,195,564
TN,Tenkasi,1407627,4,0,4,0,291,446
TN,Thanjavur,2402781,37,0,59,0,12155,2378
TN,Theni,1243684,1,1,5,0,379,1536
TN,Thiruvallur,3725697,28,0,55,0,2328,4382
TN,Thiruvarur,1268094,23,2,22,0,291,624
TN,Thoothukkudi,1738376,11,1,9,0,11497,1612
TN,Tiruchirappalli,2713858,37,0,49,0,2445,892
TN,Tirunelveli,1665253,11,1,13,0,940,627
TN,Tirupathur,1111812,10,0,8,0,311,525
TN,Tiruppur,2471222,69,1,53,0,133,443
TN,Tiruvannamalai,2468965,18,0,28,0,4455,10228
TN,Vellore,1614242,12,0,15,0,953,1825
TN,Viluppuram,2093003,10,0,11,0,12953,11812
TN,Virudhunagar,1943309,5,0,8,0,1007,3437
TR,Dhalai,377988,0,0,0,0,5,531
TR,Gomati,436868,0,0,0,0,0,1
TR,Khowai,327391,2,0,0,0,0,0
TR,North Tripura,415946,2,0,0,0,0,0
TR,Sipahijala,484233,0,0,0,0,0,9
TR,South Tripura,433737,1,0,0,0,0,1
TR,Unokoti,277335,1,0,0,0,0,5
TR,West Tripura,917534,6,0,2,0,5,13
UP,Agra,4380793,0,0,0,0,178,265
UP,Aligarh,3673849,0,0,0,0,9,25
UP,Ambedkar Nagar,2398709,0,0,0,0,138,145
UP,Amethi,2549935,0,0,0,0,165,11
UP,Amroha,1838771,0,0,0,0,6,8
UP,Ayodhya,2468371,0,0,0,0,217,452
UP,Azamgarh,4616509,0,0,0,0,1764,3111
UP,Baghpat,1302156,0,0,0,0,10,52
UP,Bahraich,2384239,0,0,0,0,648,1565
UP,Ballia,3223642,0,0,0,0,86,170
UP,Balrampur,2149066,1,0,0,0,747,630
UP,Banda,1799541,0,0,0,0,486,432
UP,Barabanki,3257983,0,0,0,0,11,44
UP,Bareilly,4465344,0,0,0,0,6458,255
UP,Basti,2461056,1,0,0,0,3555,4769
UP,Bhadohi,1554203,0,0,0,0,6,7
UP,Bijnor,3683896,0,0,0,0,-1,1
UP,Budaun,3712738,0,0,0,0,581,417
UP,Bulandshahr,3498507,0,0,0,0,2,46
UP,Chandauli,1952713,0,0,0,0,192,395
UP,Chitrakoot,990626,0,0,0,0,329,536
UP,Deoria,3098637,0,0,0,0,81,167
UP,Etah,1761152,0,0,0,0,475,170
UP,Etawah,1579160,0,0,0,0,873,984
UP,Farrukhabad,1887577,0,0,0,0,81,439
UP,Fatehpur,2632684,0,0,0,0,53,168
UP,Firozabad,2496761,0,0,0,0,5881,3105
UP,Gautam Buddha Nagar,1674714,1,0,2,0,100,816
UP,Ghaziabad,4661452,1,0,0,0,3698,4330
UP,Ghazipur,3622727,0,0,0,0,241,524
UP,Gonda,3431386,0,0,0,0,40,1698
UP,Gorakhpur,4436275,0,0,1,0,96,377
UP,Hamirpur,1104021,0,0,0,0,3,0
UP,Hapur,1338211,0,0,0,0,127,307
UP,Hardoi,4091380,0,0,0,0,221,594
UP,Hathras,1565678,0,0,0,0,0,1
UP,Jalaun,1670718,0,0,0,0,18,30
UP,Jaunpur,4476072,0,0,0,0,209,3689
UP,Jhansi,2000755,1,0,0,0,14,14
UP,Kannauj,1658005,0,0,0,0,82,431
UP,Kanpur Dehat,1795092,0,0,0,0,47,85
UP,Kanpur Nagar,4572951,0,0,0,0,38,96
UP,Kasganj,1438156,0,0,0,0,51,29
UP,Kaushambi,1596909,0,0,0,0,94,35
UP,Kushinagar,3560830,0,0,0,0,211,585
UP,Lakhimpur Kheri,4013634,0,0,0,0,1183,1370
UP,Lalitpur,1218002,0,0,0,0,4,8
UP,Lucknow,4588455,0,0,0,0,10826,11083
UP,Maharajganj,2665292,0,0,0,0,53,316
UP,Mahoba,876055,0,0,0,0,10,9
UP,Mainpuri,1847194,0,0,0,0,647,1354
UP,Mathura,2541894,0,0,0,0,63,164
UP,Mau,2205170,0,0,0,0,787,453
UP,Meerut,3447405,1,0,0,0,25,79
UP,Mirzapur,2494533,0,0,1,0,787,419
UP,Moradabad,4773138,0,0,1,0,3951,2357
UP,Muzaffarnagar,4138605,0,0,0,0,979,707
UP,Pilibhit,2037225,0,0,0,0,2,1
UP,Pratapgarh,3173752,0,0,0,0,1796,1482
UP,Prayagraj,5959798,0,0,1,0,17,48
UP,Rae Bareli,3404004,0,0,0,0,576,429
UP,Rampur,2335398,0,0,0,0,3,1
UP,Saharanpur,3464228,0,0,0,0,6,17
UP,Sambhal,2217020,0,0,0,0,1708,411
UP,Sant Kabir Nagar,1714300,0,0,0,0,82,202
UP,Shahjahanpur,3002376,0,0,0,0,3563,969
UP,Shamli,1274815,0,0,0,0,24,14
UP,Shrawasti,1114615,0,0,0,0,37,120
UP,Siddharthnagar,2553526,0,0,0,0,250,2209
UP,Sitapur,4474446,0,0,0,0,81,197
UP,Sonbhadra,1862612,0,0,0,0,200,157
UP,Sultanpur,3790922,0,0,0,0,2,18
UP,Unnao,3110595,0,0,0,0,201,948
UP,Varanasi,3682194,0,0,0,0,159,441
UT,Almora,621927,0,0,0,0,37,416
UT,Bageshwar,259840,0,0,0,0,75,1286
UT,Chamoli,391114,0,0,0,0,13,268
UT,Champawat,259315,1,0,0,0,44,613
UT,Dehradun,1698560,3,0,4,0,308,3611
UT,Haridwar,1927029,1,0,0,0,224,1907
UT,Nainital,955128,0,0,3,0,31,288
UT,Pauri Garhwal,686527,0,0,0,0,25,108
UT,Pithoragarh,485993,0,0,1,0,89,609
UT,Rudraprayag,236857,0,0,1,0,30,326
UT,Tehri Garhwal,616409,0,0,0,0,12,120
UT,Udham Singh Nagar,1648367,0,0,0,0,167,3581
UT,Uttarkashi,329686,0,0,0,0,12,83
WB,Alipurduar,1700000,4,0,5,0,579,1298
WB,Bankura,3596292,30,0,21,0,38854,5692
WB,Birbhum,3502387,20,0,20,0,6911,2868
WB,Cooch Behar,2822780,10,0,13,0,3386,395
WB,Dakshin Dinajpur,1670931,14,0,16,0,724,998
WB,Darjeeling,1842034,23,0,31,0,945,1844
WB,Hooghly,5520389,58,0,74,0,41006,9034
WB,Howrah,4841638,73,0,73,0,14299,4502
WB,Jalpaiguri,3869675,16,1,17,0,9642,3130
WB,Jhargram,1136548,3,0,5,0,477,700
WB,Kalimpong,251642,2,0,4,0,8,429
WB,Kolkata,4486679,274,6,244,0,334,1626
WB,Malda,3997970,32,0,8,0,2191,1771
WB,Murshidabad,7102430,5,0,8,0,17667,1587
WB,Nadia,5168488,31,1,48,0,15875,1863
WB,North 24 Parganas,10082852,144,6,147,0,5231,7658
WB,Paschim Bardhaman,2882031,32,0,25,0,286,786
WB,Paschim Medinipur,5094238,26,0,28,0,6512,1457
WB,Purba Bardhaman,4835532,16,0,25,0,17168,4002
WB,Purba Medinipur,4417377,16,0,17,0,5370,2226
WB,Purulia,2927965,2,0,3,0,13266,1866
WB,South 24 Parganas,8153176,75,1,74,0,7086,3270
WB,Uttar Dinajpur,3000849,8,0,7,0,0,0
