state,state_short,date,delta_confirmed,delta_recovered,delta_deceased,delta_tested,delta_vaccinated_1,delta_vaccinated_2
Telangana,TG,2021-06-04,2175,3821,15,136096,95531,8033
Telangana,TG,2021-06-05,2070,3762,18,138182,138420,6948
Telangana,TG,2021-06-06,1436,3614,14,97751,116272,1384
Telangana,TG,2021-06-07,1933,3527,16,132996,161860,7443
Telangana,TG,2021-06-08,1897,2982,15,133134,165285,6282
Telangana,TG,2021-06-09,1813,1801,17,129896,182503,6168
Telangana,TG,2021-06-10,1798,2524,14,130430,170716,5920
Telangana,TG,2021-06-11,1707,2493,16,124066,201646,6228
Telangana,TG,2021-06-12,1771,2384,13,120525,204789,6253
Telangana,TG,2021-06-13,1280,2261,15,91621,147838,1313
Telangana,TG,2021-06-14,1511,2175,12,110681,188991,5082
Telangana,TG,2021-06-15,1556,2070,14,120043,158510,4666
Telangana,TG,2021-06-16,1489,1436,11,116252,170238,5250
Telangana,TG,2021-06-17,1492,1933,13,119464,172032,7010
Telangana,TG,2021-06-18,1417,1897,12,124430,168861,7476
Telangana,TG,2021-06-19,1362,1813,10,123005,194315,9533
Telangana,TG,2021-06-20,1006,1798,11,87854,102858,3235
Telangana,TG,2021-06-21,1197,1707,9,119537,140225,9378
Telangana,TG,2021-06-22,1175,1771,10,124907,143008,10749
Telangana,TG,2021-06-23,1114,1280,12,118109,158854,10599
Telangana,TG,2021-06-24,1088,1511,9,119466,191126,13740
Telangana,TG,2021-06-25,1061,1556,11,120397,232213,19992
Telangana,TG,2021-06-26,1028,1489,9,118427,217216,27307
Telangana,TG,2021-06-27,748,1492,8,81405,95372,8756
Telangana,TG,2021-06-28,993,1417,9,112982,194173,29362
Telangana,TG,2021-06-29,987,1362,7,121236,189893,30628
Telangana,TG,2021-06-30,917,1006,10,109802,164090,32191
Telangana,TG,2021-07-01,869,1197,8,105123,142528,26588
Telangana,TG,2021-07-02,858,1175,9,108617,147272,35488
Telangana,TG,2021-07-03,848,1114,6,108954,155878,52431
Telangana,TG,2021-07-04,605,1088,7,71800,5980,10708
Telangana,TG,2021-07-05,808,1061,7,103398,132075,50013
Telangana,TG,2021-07-06,784,1028,5,105186,96254,39654
Telangana,TG,2021-07-07,772,748,7,110141,9106,17447
Telangana,TG,2021-07-08,731,993,4,102761,66679,46605
Telangana,TG,2021-07-09,729,987,6,106045,103692,63098
Telangana,TG,2021-07-10,704,917,5,100632,64385,57836
Telangana,TG,2021-07-11,465,869,4,65607,4697,10018
Telangana,TG,2021-07-12,696,858,6,105797,111086,69112
Telangana,TG,2021-07-13,767,848,3,118778,165961,64409
Telangana,TG,2021-07-14,749,605,5,115237,7833,12609
Telangana,TG,2021-07-15,710,808,4,110355,54852,66817
Telangana,TG,2021-07-16,715,784,4,113069,71322,114600
Telangana,TG,2021-07-17,729,772,5,115515,35030,84223
Telangana,TG,2021-07-18,578,731,3,90966,4134,8489
Telangana,TG,2021-07-19,746,729,5,120165,68684,105024
Telangana,TG,2021-07-20,657,704,2,104478,14890,33104
Telangana,TG,2021-07-21,691,565,5,114260,4920,10315
Telangana,TG,2021-07-22,648,696,3,114928,64812,117569
Telangana,TG,2021-07-23,643,767,4,120530,13081,130428
Telangana,TG,2021-07-24,647,749,2,120213,31196,136574
Telangana,TG,2021-07-25,494,710,4,91457,4007,5228
Telangana,TG,2021-07-26,638,715,3,114105,33851,113284
Telangana,TG,2021-07-27,645,729,4,123166,25615,81530
Telangana,TG,2021-07-28,657,578,2,116815,6427,10914
Telangana,TG,2021-07-29,623,746,3,111947,36320,128680
Telangana,TG,2021-07-30,614,657,4,111251,29225,99848
Telangana,TG,2021-07-31,621,691,2,113012,138889,108228
Telangana,TG,2021-08-01,455,648,3,83763,6215,4059
Telangana,TG,2021-08-02,591,643,2,107472,41058,76592
Telangana,TG,2021-08-03,609,647,4,108921,45578,73762
Telangana,TG,2021-08-04,623,594,3,112796,8795,6824
Telangana,TG,2021-08-05,582,638,3,107329,39606,102978
Telangana,TG,2021-08-06,577,645,2,111226,62590,75982
Telangana,TG,2021-08-07,569,657,4,105201,41502,65094
Telangana,TG,2021-08-08,449,623,2,79231,7545,3139
Telangana,TG,2021-08-09,453,614,3,80658,52493,69298
Telangana,TG,2021-08-10,494,621,3,89037,64315,52760
Telangana,TG,2021-08-11,482,455,2,88164,32152,6308
Telangana,TG,2021-08-12,453,591,3,89675,75912,56528
Telangana,TG,2021-08-13,427,609,2,87509,122030,35415
Telangana,TG,2021-08-14,420,623,3,87355,129516,34823
Telangana,TG,2021-08-15,245,582,1,50126,2747,2574
Telangana,TG,2021-08-16,405,577,3,84262,126076,38771
Telangana,TG,2021-08-17,417,569,2,87230,111010,29219
Telangana,TG,2021-08-18,424,449,2,91350,18563,4609
Telangana,TG,2021-08-19,409,453,3,88308,112066,28957
Telangana,TG,2021-08-20,359,494,2,73899,52954,13409
Telangana,TG,2021-08-21,364,482,2,75289,70955,24598
Telangana,TG,2021-08-22,231,453,2,46987,2905,3595
Telangana,TG,2021-08-23,354,427,3,74634,99631,30031
Telangana,TG,2021-08-24,389,420,1,88347,103395,32191
Telangana,TG,2021-08-25,366,345,2,80470,36339,12922
Telangana,TG,2021-08-26,357,405,1,81193,111417,38031
Telangana,TG,2021-08-27,339,417,2,80568,100684,46020
Telangana,TG,2021-08-28,325,424,2,78787,0,0
Telangana,TG,2021-08-29,257,409,1,58335,147551,80360
Telangana,TG,2021-08-30,340,359,2,75102,120091,53475
Telangana,TG,2021-08-31,338,364,1,74207,78948,39117
Telangana,TG,2021-09-01,322,331,3,71402,37706,28005
Telangana,TG,2021-09-02,313,354,2,71304,119894,68474
Telangana,TG,2021-09-03,318,389,2,71829,97815,73420
Telangana,TG,2021-09-04,306,366,3,69422,98342,95409
Telangana,TG,2021-09-05,230,357,1,50636,19311,30508
Telangana,TG,2021-09-06,301,339,2,67720,111479,76356
Telangana,TG,2021-09-07,298,325,2,68097,87047,70311
Telangana,TG,2021-09-08,329,307,1,78421,32269,30191
Telangana,TG,2021-09-09,315,340,2,75199,129407,80276
Telangana,TG,2021-09-10,220,338,1,51004,2902,4471
Telangana,TG,2021-09-11,296,322,1,69833,107587,106184
Telangana,TG,2021-09-12,249,313,2,53789,12526,16911
Telangana,TG,2021-09-13,315,318,2,70974,137425,98332
Telangana,TG,2021-09-14,336,306,1,76481,132256,97976
Telangana,TG,2021-09-15,324,280,1,73323,30852,33136
Telangana,TG,2021-09-16,259,301,1,58261,299493,137543
Telangana,TG,2021-09-17,241,298,2,52943,410328,156028
Telangana,TG,2021-09-18,255,329,1,52244,430550,168765
Telangana,TG,2021-09-19,173,315,1,35160,307335,50051
Telangana,TG,2021-09-20,208,220,2,45274,324770,83901
Telangana,TG,2021-09-21,244,296,1,50505,396533,139770
Telangana,TG,2021-09-22,258,249,1,55419,117861,36142
Telangana,TG,2021-09-23,247,315,1,51521,372819,131573
Telangana,TG,2021-09-24,239,336,2,50569,336924,132116
Telangana,TG,2021-09-25,248,324,1,52702,372565,153536
Telangana,TG,2021-09-26,170,259,0,34200,68550,13625
Telangana,TG,2021-09-27,216,241,2,44584,248135,96360
Telangana,TG,2021-09-28,220,255,1,44200,92677,50448
Telangana,TG,2021-09-29,245,173,1,52683,53507,30515
Telangana,TG,2021-09-30,214,200,2,46190,291828,128274
Telangana,TG,2021-10-01,220,252,1,46193,222433,86398
Telangana,TG,2021-10-02,201,258,1,41690,230243,97024
Telangana,TG,2021-10-03,162,247,1,32828,39896,16809
Telangana,TG,2021-10-04,207,239,2,43135,231901,108794
Telangana,TG,2021-10-05,218,248,1,46578,156997,73338
Telangana,TG,2021-10-06,187,170,1,39161,13081,8075
Telangana,TG,2021-10-07,176,216,1,37857,203468,106275
Telangana,TG,2021-10-08,201,220,1,47465,176152,92895
Telangana,TG,2021-10-09,190,245,2,42166,164251,96722
Telangana,TG,2021-10-10,162,214,1,33506,12944,6875
Telangana,TG,2021-10-11,183,220,2,40354,140465,89372
Telangana,TG,2021-10-12,196,201,1,44310,153271,81917
Telangana,TG,2021-10-13,184,162,1,38834,103835,47068
Telangana,TG,2021-10-14,168,207,1,0,10621,5768
Telangana,TG,2021-10-15,104,218,1,51819,1399,1036
Telangana,TG,2021-10-16,111,187,1,30050,4014,5504
Telangana,TG,2021-10-17,122,176,1,26676,2408,2060
Telangana,TG,2021-10-18,208,201,2,45418,166100,130844
Telangana,TG,2021-10-19,202,190,1,46808,152403,118649
Telangana,TG,2021-10-20,191,162,1,41682,117150,91092
Telangana,TG,2021-10-21,183,183,1,41363,154552,152761
Telangana,TG,2021-10-22,193,196,1,42367,154910,157143
Telangana,TG,2021-10-23,207,184,2,42108,143784,161042
Telangana,TG,2021-10-24,135,168,1,26842,20109,24886
Telangana,TG,2021-10-25,179,104,2,38588,128778,146409
Telangana,TG,2021-10-26,190,111,1,41388,133675,146666
Telangana,TG,2021-10-27,186,122,1,41392,139200,124814
Telangana,TG,2021-10-28,171,208,1,38373,199650,176544
Telangana,TG,2021-10-29,174,202,2,38442,215886,175299
Telangana,TG,2021-10-30,168,191,1,37882,216419,164952
Telangana,TG,2021-10-31,121,183,1,25021,38781,26738
Tamil Nadu,TN,2020-03-07,1,0,0,0,0,0
Tamil Nadu,TN,2020-03-18,1,0,0,0,0,0
Tamil Nadu,TN,2020-03-19,1,0,0,0,0,0
Tamil Nadu,TN,2020-03-21,3,0,0,0,0,0
Tamil Nadu,TN,2020-03-22,3,0,0,0,0,0
Tamil Nadu,TN,2020-03-23,3,0,0,0,0,0
Tamil Nadu,TN,2020-03-24,6,0,0,0,0,0
Tamil Nadu,TN,2020-03-25,8,0,0,0,0,0
Tamil Nadu,TN,2020-03-26,3,0,0,0,0,0
Tamil Nadu,TN,2020-03-27,9,0,0,0,0,0
Tamil Nadu,TN,2020-03-28,4,0,0,0,0,0
Tamil Nadu,TN,2020-03-29,8,4,1,0,0,0
Tamil Nadu,TN,2020-03-30,17,0,0,0,0,0
Tamil Nadu,TN,2020-03-31,57,2,0,0,0,0
Tamil Nadu,TN,2020-04-01,110,0,0,0,0,0
Tamil Nadu,TN,2020-04-02,75,0,0,0,0,0
Tamil Nadu,TN,2020-04-03,102,0,0,3684,0,0
Tamil Nadu,TN,2020-04-04,74,2,2,0,0,0
Tamil Nadu,TN,2020-04-05,86,0,2,0,0,0
Tamil Nadu,TN,2020-04-06,50,5,1,0,0,0
Tamil Nadu,TN,2020-04-07,69,6,1,0,0,0
Tamil Nadu,TN,2020-04-08,48,2,1,1621,0,0
Tamil Nadu,TN,2020-04-09,96,6,0,1962,0,0
Tamil Nadu,TN,2020-04-10,77,17,1,1143,0,0
Tamil Nadu,TN,2020-04-11,58,0,1,1432,0,0
Tamil Nadu,TN,2020-04-12,106,6,1,813,0,0
Tamil Nadu,TN,2020-04-13,98,8,0,2091,0,0
Tamil Nadu,TN,2020-04-14,31,23,1,6509,0,0
Tamil Nadu,TN,2020-04-15,38,37,2,2739,0,0
Tamil Nadu,TN,2020-04-16,25,62,1,4011,0,0
Tamil Nadu,TN,2020-04-17,56,103,0,3668,0,0
Tamil Nadu,TN,2020-04-18,49,82,0,5363,0,0
Tamil Nadu,TN,2020-04-19,105,46,0,5840,0,0
Tamil Nadu,TN,2020-04-20,43,46,2,6109,0,0
Tamil Nadu,TN,2020-04-21,76,178,1,6060,0,0
Tamil Nadu,TN,2020-04-22,33,27,0,5978,0,0
Tamil Nadu,TN,2020-04-23,54,90,2,6954,0,0
Tamil Nadu,TN,2020-04-24,72,114,2,6426,0,0
Tamil Nadu,TN,2020-04-25,66,94,1,7707,0,0
Tamil Nadu,TN,2020-04-26,64,60,1,7495,0,0
Tamil Nadu,TN,2020-04-27,52,54,0,7176,0,0
Tamil Nadu,TN,2020-04-28,121,54,1,7093,0,0
Tamil Nadu,TN,2020-04-29,104,82,2,8087,0,0
Tamil Nadu,TN,2020-04-30,161,48,0,9787,0,0
Tamil Nadu,TN,2020-05-01,203,54,1,9615,0,0
Tamil Nadu,TN,2020-05-02,231,29,1,10127,0,0
Tamil Nadu,TN,2020-05-03,266,38,1,10617,0,0
Tamil Nadu,TN,2020-05-04,527,30,1,12863,0,0
Tamil Nadu,TN,2020-05-05,508,76,2,11858,0,0
Tamil Nadu,TN,2020-05-06,771,31,2,13413,0,0
Tamil Nadu,TN,2020-05-07,580,31,2,14195,0,0
Tamil Nadu,TN,2020-05-08,600,58,3,13980,0,0
Tamil Nadu,TN,2020-05-09,526,219,4,13254,0,0
Tamil Nadu,TN,2020-05-10,669,135,3,13367,0,0
Tamil Nadu,TN,2020-05-11,798,92,6,11862,0,0
Tamil Nadu,TN,2020-05-12,716,83,8,11788,0,0
Tamil Nadu,TN,2020-05-13,509,41,3,12780,0,0
Tamil Nadu,TN,2020-05-14,447,65,2,11965,0,0
Tamil Nadu,TN,2020-05-15,434,359,5,11672,0,0
Tamil Nadu,TN,2020-05-16,477,939,4,10535,0,0
Tamil Nadu,TN,2020-05-17,639,634,4,13081,0,0
Tamil Nadu,TN,2020-05-18,536,234,3,11121,0,0
Tamil Nadu,TN,2020-05-19,688,489,3,10333,0,0
Tamil Nadu,TN,2020-05-20,743,987,3,11894,0,0
Tamil Nadu,TN,2020-05-21,776,400,7,12464,0,0
Tamil Nadu,TN,2020-05-22,786,846,4,12653,0,0
Tamil Nadu,TN,2020-05-23,759,363,5,12155,0,0
Tamil Nadu,TN,2020-05-24,765,833,8,12275,0,0
Tamil Nadu,TN,2020-05-25,805,407,7,11835,0,0
Tamil Nadu,TN,2020-05-26,646,611,11,10289,0,0
Tamil Nadu,TN,2020-05-27,817,567,6,11231,0,0
Tamil Nadu,TN,2020-05-28,827,639,12,12246,0,0
Tamil Nadu,TN,2020-05-29,874,765,9,11334,0,0
Tamil Nadu,TN,2020-05-30,938,687,6,12605,0,0
Tamil Nadu,TN,2020-05-31,1149,757,13,12807,0,0
Tamil Nadu,TN,2020-06-01,1162,413,11,11377,0,0
Tamil Nadu,TN,2020-06-02,1091,536,13,11094,0,0
Tamil Nadu,TN,2020-06-03,1286,610,8,14101,0,0
Tamil Nadu,TN,2020-06-04,1384,585,15,16447,0,0
Tamil Nadu,TN,2020-06-05,1438,861,12,15692,0,0
Tamil Nadu,TN,2020-06-06,1458,633,19,16022,0,0
Tamil Nadu,TN,2020-06-07,1515,604,18,16275,0,0
Tamil Nadu,TN,2020-06-08,1562,528,17,14982,0,0
Tamil Nadu,TN,2020-06-09,1685,798,18,13219,0,0
Tamil Nadu,TN,2020-06-10,1927,1008,19,17675,0,0
Tamil Nadu,TN,2020-06-11,1875,1372,23,16829,0,0
Tamil Nadu,TN,2020-06-12,1982,1342,18,18231,0,0
Tamil Nadu,TN,2020-06-13,1989,1362,30,17911,0,0
Tamil Nadu,TN,2020-06-14,1974,1138,38,18782,0,0
Tamil Nadu,TN,2020-06-15,1843,797,44,18403,0,0
Tamil Nadu,TN,2020-06-16,1515,1438,49,19242,0,0
Tamil Nadu,TN,2020-06-17,2174,842,48,25463,0,0
Tamil Nadu,TN,2020-06-18,2141,1017,49,26736,0,0
Tamil Nadu,TN,2020-06-19,2115,1630,41,27537,0,0
Tamil Nadu,TN,2020-06-20,2396,1045,38,33231,0,0
Tamil Nadu,TN,2020-06-21,2532,1438,53,31401,0,0
Tamil Nadu,TN,2020-06-22,2710,1358,37,26592,0,0
Tamil Nadu,TN,2020-06-23,2516,1227,39,25148,0,0
Tamil Nadu,TN,2020-06-24,2865,2424,33,32079,0,0
Tamil Nadu,TN,2020-06-25,3509,2236,45,32543,0,0
Tamil Nadu,TN,2020-06-26,3645,1358,46,33675,0,0
Tamil Nadu,TN,2020-06-27,3713,2737,68,34805,0,0
Tamil Nadu,TN,2020-06-28,3940,1443,54,32948,0,0
Tamil Nadu,TN,2020-06-29,3949,2212,62,30039,0,0
Tamil Nadu,TN,2020-06-30,3943,2325,60,30242,0,0
Tamil Nadu,TN,2020-07-01,3882,2852,63,31521,0,0
Tamil Nadu,TN,2020-07-02,4343,3095,57,33488,0,0
Tamil Nadu,TN,2020-07-03,4329,2357,64,35028,0,0
Tamil Nadu,TN,2020-07-04,4280,2214,65,36164,0,0
Tamil Nadu,TN,2020-07-05,4150,2186,60,34831,0,0
Tamil Nadu,TN,2020-07-06,3827,3793,61,34782,0,0
Tamil Nadu,TN,2020-07-07,3616,4545,65,36938,0,0
Tamil Nadu,TN,2020-07-08,3756,3051,64,35979,0,0
Tamil Nadu,TN,2020-07-09,4231,3994,65,42369,0,0
Tamil Nadu,TN,2020-07-10,3680,4163,64,37309,0,0
Tamil Nadu,TN,2020-07-11,3965,3591,69,37825,0,0
Tamil Nadu,TN,2020-07-12,4244,3617,68,42531,0,0
Tamil Nadu,TN,2020-07-13,4328,3035,66,44560,0,0
Tamil Nadu,TN,2020-07-14,4526,4743,67,41357,0,0
Tamil Nadu,TN,2020-07-15,4496,5000,68,41382,0,0
Tamil Nadu,TN,2020-07-16,4549,5106,69,45888,0,0
Tamil Nadu,TN,2020-07-17,4538,3391,79,48669,0,0
Tamil Nadu,TN,2020-07-18,4807,3049,88,48195,0,0
Tamil Nadu,TN,2020-07-19,4979,4059,78,52993,0,0
Tamil Nadu,TN,2020-07-20,4985,3861,70,52087,0,0
Tamil Nadu,TN,2020-07-21,4965,4894,75,51066,0,0
Tamil Nadu,TN,2020-07-22,5849,4913,518,60112,0,0
Tamil Nadu,TN,2020-07-23,6472,5210,88,62112,0,0
Tamil Nadu,TN,2020-07-24,6785,6504,88,65150,0,0
Tamil Nadu,TN,2020-07-25,6988,7758,89,64315,0,0
Tamil Nadu,TN,2020-07-26,6986,5471,85,64129,0,0
Tamil Nadu,TN,2020-07-27,6993,5723,77,63250,0,0
Tamil Nadu,TN,2020-07-28,6972,4707,88,61153,0,0
Tamil Nadu,TN,2020-07-29,6426,5927,82,60794,0,0
Tamil Nadu,TN,2020-07-30,5864,5295,100,61202,0,0
Tamil Nadu,TN,2020-07-31,5881,5778,94,60276,0,0
Tamil Nadu,TN,2020-08-01,5879,7010,99,60580,0,0
Tamil Nadu,TN,2020-08-02,5875,5517,98,60344,0,0
Tamil Nadu,TN,2020-08-03,5609,5800,109,58211,0,0
Tamil Nadu,TN,2020-08-04,5063,6501,108,55122,0,0
Tamil Nadu,TN,2020-08-05,5175,6031,112,61166,0,0
Tamil Nadu,TN,2020-08-06,5684,6272,110,67153,0,0
Tamil Nadu,TN,2020-08-07,5880,6488,119,67352,0,0
Tamil Nadu,TN,2020-08-08,5883,5043,118,67553,0,0
Tamil Nadu,TN,2020-08-09,5994,6020,119,70186,0,0
Tamil Nadu,TN,2020-08-10,5914,6037,114,67153,0,0
Tamil Nadu,TN,2020-08-11,5834,6005,118,67492,0,0
Tamil Nadu,TN,2020-08-12,5871,5633,119,71575,0,0
Tamil Nadu,TN,2020-08-13,5835,5146,119,67275,0,0
Tamil Nadu,TN,2020-08-14,5890,5556,117,70153,0,0
Tamil Nadu,TN,2020-08-15,5860,5236,127,71343,0,0
Tamil Nadu,TN,2020-08-16,5950,6019,125,70450,0,0
Tamil Nadu,TN,2020-08-17,5890,5667,120,67532,0,0
Tamil Nadu,TN,2020-08-18,5709,5850,121,67025,0,0
Tamil Nadu,TN,2020-08-19,5795,6384,116,67720,0,0
Tamil Nadu,TN,2020-08-20,5986,5742,116,75076,0,0
Tamil Nadu,TN,2020-08-21,5995,5764,101,74344,0,0
Tamil Nadu,TN,2020-08-22,5980,5603,80,73547,0,0
Tamil Nadu,TN,2020-08-23,5975,6047,97,70127,0,0
Tamil Nadu,TN,2020-08-24,5967,6129,97,70023,0,0
Tamil Nadu,TN,2020-08-25,5951,6998,107,70221,0,0
Tamil Nadu,TN,2020-08-26,5958,5606,118,75500,0,0
Tamil Nadu,TN,2020-08-27,5981,5870,109,76345,0,0
Tamil Nadu,TN,2020-08-28,5996,5752,102,75103,0,0
Tamil Nadu,TN,2020-08-29,6352,6045,87,80988,0,0
Tamil Nadu,TN,2020-08-30,6495,6406,94,83250,0,0
Tamil Nadu,TN,2020-08-31,5956,6008,91,75100,0,0
Tamil Nadu,TN,2020-09-01,5928,6031,96,75165,0,0
Tamil Nadu,TN,2020-09-02,5990,5891,98,75829,0,0
Tamil Nadu,TN,2020-09-03,5892,6110,92,82901,0,0
Tamil Nadu,TN,2020-09-04,5976,6334,79,83699,0,0
Tamil Nadu,TN,2020-09-05,5870,5859,64,81793,0,0
Tamil Nadu,TN,2020-09-06,5783,5820,85,85974,0,0
Tamil Nadu,TN,2020-09-07,5776,5930,89,80503,0,0
Tamil Nadu,TN,2020-09-08,5684,6599,87,83266,0,0
Tamil Nadu,TN,2020-09-09,5584,6516,78,82573,0,0
Tamil Nadu,TN,2020-09-10,5528,6185,64,85473,0,0
Tamil Nadu,TN,2020-09-11,5519,6006,77,84893,0,0
Tamil Nadu,TN,2020-09-12,5495,6227,76,88562,0,0
Tamil Nadu,TN,2020-09-13,5693,5717,74,84308,0,0
Tamil Nadu,TN,2020-09-14,5752,5799,53,80123,0,0
Tamil Nadu,TN,2020-09-15,5697,5735,68,80623,0,0
Tamil Nadu,TN,2020-09-16,5652,5768,57,84567,0,0
Tamil Nadu,TN,2020-09-17,5560,5524,59,84524,0,0
Tamil Nadu,TN,2020-09-18,5488,5525,67,85543,0,0
Tamil Nadu,TN,2020-09-19,5569,5556,66,85117,0,0
Tamil Nadu,TN,2020-09-20,5516,5206,60,86073,0,0
Tamil Nadu,TN,2020-09-21,5344,5492,60,80672,0,0
Tamil Nadu,TN,2020-09-22,5337,5406,76,84730,0,0
Tamil Nadu,TN,2020-09-23,5325,5363,63,84979,0,0
Tamil Nadu,TN,2020-09-24,5692,5470,66,90607,0,0
Tamil Nadu,TN,2020-09-25,5679,5626,72,94877,0,0
Tamil Nadu,TN,2020-09-26,5647,5612,85,94037,0,0
Tamil Nadu,TN,2020-09-27,5791,5706,80,96102,0,0
Tamil Nadu,TN,2020-09-28,5589,5554,70,80465,0,0
Tamil Nadu,TN,2020-09-29,5546,5501,70,85997,0,0
Tamil Nadu,TN,2020-09-30,5659,5610,67,86928,0,0
Tamil Nadu,TN,2020-10-01,5688,5516,66,87647,0,0
Tamil Nadu,TN,2020-10-02,5595,5603,67,84991,0,0
Tamil Nadu,TN,2020-10-03,5622,5596,65,87311,0,0
Tamil Nadu,TN,2020-10-04,5489,5558,66,86012,0,0
Tamil Nadu,TN,2020-10-05,5395,5572,62,82725,0,0
Tamil Nadu,TN,2020-10-06,5017,5548,71,81128,0,0
Tamil Nadu,TN,2020-10-07,5447,5524,67,93242,0,0
Tamil Nadu,TN,2020-10-08,5088,5718,68,87341,0,0
Tamil Nadu,TN,2020-10-09,5185,5357,68,97087,0,0
Tamil Nadu,TN,2020-10-10,5242,5222,67,91191,0,0
Tamil Nadu,TN,2020-10-11,5015,5005,65,90107,0,0
Tamil Nadu,TN,2020-10-12,4879,5165,62,80162,0,0
Tamil Nadu,TN,2020-10-13,4666,5117,57,85509,0,0
Tamil Nadu,TN,2020-10-14,4462,5083,52,95538,0,0
Tamil Nadu,TN,2020-10-15,4410,5055,49,90752,0,0
Tamil Nadu,TN,2020-10-16,4389,5245,60,91245,0,0
Tamil Nadu,TN,2020-10-17,4295,5005,54,90242,0,0
Tamil Nadu,TN,2020-10-18,3914,4929,56,90286,0,0
Tamil Nadu,TN,2020-10-19,3536,4515,52,85130,0,0
Tamil Nadu,TN,2020-10-20,3094,4403,47,80371,0,0
Tamil Nadu,TN,2020-10-21,3086,4301,39,81782,0,0
Tamil Nadu,TN,2020-10-22,3077,4314,45,81259,0,0
Tamil Nadu,TN,2020-10-23,3057,4262,33,81472,0,0
Tamil Nadu,TN,2020-10-24,2886,4024,35,80237,0,0
Tamil Nadu,TN,2020-10-25,2869,4019,31,80690,0,0
Tamil Nadu,TN,2020-10-26,2708,4014,32,72236,0,0
Tamil Nadu,TN,2020-10-27,2522,4029,27,70687,0,0
Tamil Nadu,TN,2020-10-28,2516,3859,35,72433,0,0
Tamil Nadu,TN,2020-10-29,2652,4087,35,75224,0,0
Tamil Nadu,TN,2020-10-30,2608,3924,38,77356,0,0
Tamil Nadu,TN,2020-10-31,2511,3848,31,70767,0,0
Tamil Nadu,TN,2020-11-01,2504,3644,30,73012,0,0
Tamil Nadu,TN,2020-11-02,2481,3940,31,70297,0,0
Tamil Nadu,TN,2020-11-03,2435,2707,31,70398,0,0
Tamil Nadu,TN,2020-11-04,2487,2504,30,75331,0,0
Tamil Nadu,TN,2020-11-05,2348,2413,28,80192,0,0
Tamil Nadu,TN,2020-11-06,2370,2402,27,80786,0,0
Tamil Nadu,TN,2020-11-07,2341,2352,25,80112,0,0
Tamil Nadu,TN,2020-11-08,2334,2386,20,75384,0,0
Tamil Nadu,TN,2020-11-09,2257,2308,18,75277,0,0
Tamil Nadu,TN,2020-11-10,2146,2237,25,72257,0,0
Tamil Nadu,TN,2020-11-11,2184,2210,28,77309,0,0
Tamil Nadu,TN,2020-11-12,2112,2347,25,77356,0,0
Tamil Nadu,TN,2020-11-13,1939,2572,14,73486,0,0
Tamil Nadu,TN,2020-11-14,1912,2494,12,70425,0,0
Tamil Nadu,TN,2020-11-15,1819,2520,12,65053,0,0
Tamil Nadu,TN,2020-11-16,1725,2384,17,63777,0,0
Tamil Nadu,TN,2020-11-17,1652,2314,18,62415,0,0
Tamil Nadu,TN,2020-11-18,1714,2311,18,67014,0,0
Tamil Nadu,TN,2020-11-19,1707,2251,19,67115,0,0
Tamil Nadu,TN,2020-11-20,1688,2173,18,68033,0,0
Tamil Nadu,TN,2020-11-21,1663,2133,18,69190,0,0
Tamil Nadu,TN,2020-11-22,1655,2010,19,70809,0,0
Tamil Nadu,TN,2020-11-23,1624,1904,17,65012,0,0
Tamil Nadu,TN,2020-11-24,1557,1910,17,67271,0,0
Tamil Nadu,TN,2020-11-25,1534,1873,16,68082,0,0
Tamil Nadu,TN,2020-11-26,1464,1797,14,60964,0,0
Tamil Nadu,TN,2020-11-27,1442,1494,12,61610,0,0
Tamil Nadu,TN,2020-11-28,1430,1453,13,66063,0,0
Tamil Nadu,TN,2020-11-29,1459,1471,9,67145,0,0
Tamil Nadu,TN,2020-11-30,1410,1456,9,62616,0,0
Tamil Nadu,TN,2020-12-01,1404,1411,10,65058,0,0
Tamil Nadu,TN,2020-12-02,1428,1398,11,68854,0,0
Tamil Nadu,TN,2020-12-03,1416,1413,14,70156,0,0
Tamil Nadu,TN,2020-12-04,1391,1426,15,70378,0,0
Tamil Nadu,TN,2020-12-05,1366,1407,15,70881,0,0
Tamil Nadu,TN,2020-12-06,1320,1398,16,70765,0,0
Tamil Nadu,TN,2020-12-07,1312,1389,16,64010,0,0
Tamil Nadu,TN,2020-12-08,1236,1330,13,65186,0,0
Tamil Nadu,TN,2020-12-09,1232,1315,14,70262,0,0
Tamil Nadu,TN,2020-12-10,1220,1302,17,68928,0,0
Tamil Nadu,TN,2020-12-11,1235,1311,17,70436,0,0
Tamil Nadu,TN,2020-12-12,1218,1296,13,72122,0,0
Tamil Nadu,TN,2020-12-13,1195,1276,12,69568,0,0
Tamil Nadu,TN,2020-12-14,1141,1203,14,63989,0,0
Tamil Nadu,TN,2020-12-15,1132,1210,10,66213,0,0
Tamil Nadu,TN,2020-12-16,1181,1240,12,73015,0,0
Tamil Nadu,TN,2020-12-17,1174,1214,11,75532,0,0
Tamil Nadu,TN,2020-12-18,1134,1170,12,75347,0,0
Tamil Nadu,TN,2020-12-19,1127,1202,14,76348,0,0
Tamil Nadu,TN,2020-12-20,1114,1198,15,72967,0,0
Tamil Nadu,TN,2020-12-21,1071,1157,12,63016,0,0
Tamil Nadu,TN,2020-12-22,1052,1139,17,65357,0,0
Tamil Nadu,TN,2020-12-23,1066,1131,12,70911,0,0
